147,159,NaN,LC,Locus ceruleus
162,161,NaN,LDT,Laterodorsal tegmental nucleus
604,216,NaN,NI,Nucleus incertus
146,442,NaN,PRNr,Pontine reticular nucleus
238,312,NaN,RPO,Nucleus raphe pontis
350,326,NaN,SLC,Subceruleus nucleus
358,327,NaN,SLD,Sublaterodorsal nucleus
354,185,NaN,MY,Medulla
386,189,NaN,MY-sen,"Medulla, sensory related"
207,25,NaN,AP,Area postrema
607,75,NaN,CN,Cochlear nuclei
112,862,NaN,CNlam,Granular lamina of the cochlear nuclei
560,918,NaN,CNspg,"Cochlear nucleus, subpedunclular granular region"
96,860,NaN,DCO,Dorsal cochlear nucleus
101,861,NaN,VCO,Ventral cochlear nucleus
720,89,NaN,DCN,Dorsal column nuclei
711,88,NaN,CU,Cuneate nucleus
1039,129,NaN,GR,Gracile nucleus
903,112,NaN,ECU,External cuneate nucleus
642,221,NaN,NTB,Nucleus of the trapezoid body
651,222,NaN,NTS,Nucleus of the solitary tract
659,223,NaN,NTSce,"Nucleus of the solitary tract, central part"
666,224,NaN,NTSco,"Nucleus of the solitary tract, commissural part"
674,225,NaN,NTSge,"Nucleus of the solitary tract, gelatinous part"
682,226,NaN,NTSl,"Nucleus of the solitary tract, lateral part"
691,227,NaN,NTSm,"Nucleus of the solitary tract, medial part"
429,336,NaN,SPVC,"Spinal nucleus of the trigeminal, caudal part"
437,337,NaN,SPVI,"Spinal nucleus of the trigeminal, interpolar part"
445,338,NaN,SPVO,"Spinal nucleus of the trigeminal, oral part"
77,858,NaN,SPVOcdm,"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part"
53,855,NaN,SPVOmdmd,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone"
61,856,NaN,SPVOmdmv,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone"
45,854,NaN,SPVOrdm,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part"
69,857,NaN,SPVOvl,"Spinal nucleus of the trigeminal, oral part, ventrolateral part"
789,381,NaN,z,Nucleus z
370,187,NaN,MY-mot,"Medulla, motor related"
653,364,NaN,VI,Abducens nucleus
568,919,NaN,ACVI,Accessory abducens nucleus
661,365,NaN,VII,Facial motor nucleus
576,920,NaN,ACVII,Accessory facial motor nucleus
640,928,NaN,EV,Efferent vestibular nucleus
135,16,NaN,AMB,Nucleus ambiguus
939,824,NaN,AMBd,"Nucleus ambiguus, dorsal division"
143,17,NaN,AMBv,"Nucleus ambiguus, ventral division"
839,104,NaN,DMX,Dorsal motor nucleus of the vagus nerve
887,110,NaN,ECO,Efferent cochlear group
1048,130,NaN,GRN,Gigantocellular reticular nucleus
372,470,NaN,ICB,Infracerebellar nucleus
83,151,NaN,IO,Inferior olivary complex
136,865,NaN,IRN,Intermediate reticular nucleus
106,154,NaN,ISN,Inferior salivatory nucleus
203,166,NaN,LIN,Linear nucleus of the medulla
235,170,NaN,LRN,Lateral reticular nucleus
955,826,NaN,LRNm,"Lateral reticular nucleus, magnocellular part"
963,827,NaN,LRNp,"Lateral reticular nucleus, parvicellular part"
307,179,NaN,MARN,Magnocellular reticular nucleus
395,190,NaN,MDRN,Medullary reticular nucleus
1098,844,NaN,MDRNd,"Medullary reticular nucleus, dorsal part"
1107,845,NaN,MDRNv,"Medullary reticular nucleus, ventral part"
852,247,NaN,PARN,Parvicellular reticular nucleus
859,248,NaN,PAS,Parasolitary nucleus
938,258,NaN,PGRN,Paragigantocellular reticular nucleus
970,828,NaN,PGRNd,"Paragigantocellular reticular nucleus, dorsal part"
978,829,NaN,PGRNl,"Paragigantocellular reticular nucleus, lateral part"
154,443,NaN,PHY,Perihypoglossal nuclei
161,444,NaN,NIS,Nucleus intercalatus
177,446,NaN,NR,Nucleus of Roller
169,445,NaN,PRP,Nucleus prepositus
995,265,NaN,PMR,Paramedian reticular nucleus
1069,274,NaN,PPY,Parapyramidal nucleus
185,447,NaN,PPYd,"Parapyramidal nucleus, deep part"
193,448,NaN,PPYs,"Parapyramidal nucleus, superficial part"
701,370,NaN,VNC,Vestibular nuclei
209,450,NaN,LAV,Lateral vestibular nucleus
202,449,NaN,MV,Medial vestibular nucleus
225,452,NaN,SPIV,Spinal vestibular nucleus
217,451,NaN,SUV,Superior vestibular nucleus
765,378,NaN,x,Nucleus x
773,379,NaN,XII,Hypoglossal nucleus
781,380,NaN,y,Nucleus y
76,150,NaN,INV,Interstitial nucleus of the vestibular nerve
379,188,NaN,MY-sat,"Medulla, behavioral state related"
206,308,NaN,RM,Nucleus raphe magnus
230,311,NaN,RPA,Nucleus raphe pallidus
222,310,NaN,RO,Nucleus raphe obscurus
512,63,NaN,CB,Cerebellum
528,65,NaN,CBX,Cerebellar cortex
645,363,NaN,VERM,Vermal regions
912,396,NaN,LING,Lingula (I)
10707,,NaN,LINGmo,"Lingula (I), molecular layer"
10706,,NaN,LINGpu,"Lingula (I), Purkinje layer"
10705,,NaN,LINGgr,"Lingula (I), granular layer"
920,397,NaN,CENT,Central lobule
976,404,NaN,CENT2,Lobule II
10710,,NaN,CENT2mo,"Lobule II, molecular layer"
10709,,NaN,CENT2pu,"Lobule II, Purkinje layer"
10708,,NaN,CENT2gr,"Lobule II, granular layer"
984,405,NaN,CENT3,Lobule III
10713,,NaN,CENT3mo,"Lobule III, molecular layer"
10712,,NaN,CENT3pu,"Lobule III, Purkinje layer"
10711,,NaN,CENT3gr,"Lobule III, granular layer"
928,398,NaN,CUL,Culmen
992,406,NaN,CUL4,Lobule IV
10716,,NaN,CUL4mo,"Lobule IV, molecular layer"
10715,,NaN,CUL4pu,"Lobule IV, Purkinje layer"
10714,,NaN,CUL4gr,"Lobule IV, granular layer"
1001,407,NaN,CUL5,Lobule V
10719,,NaN,CUL5mo,"Lobule V, molecular layer"
10718,,NaN,CUL5pu,"Lobule V, Purkinje layer"
10717,,NaN,CUL5gr,"Lobule V, granular layer"
1091,843,NaN,"CUL4, 5",Lobules IV-V
10722,,NaN,"CUL4, 5mo","Lobules IV-V, molecular layer"
10721,,NaN,"CUL4, 5pu","Lobules IV-V, Purkinje layer"
10720,,NaN,"CUL4, 5gr","Lobules IV-V, granular layer"
936,399,NaN,DEC,Declive (VI)
10725,,NaN,DECmo,"Declive (VI), molecular layer"
10724,,NaN,DECpu,"Declive (VI), Purkinje layer"
10723,,NaN,DECgr,"Declive (VI), granular layer"
944,400,NaN,FOTU,Folium-tuber vermis (VII)
10728,,NaN,FOTUmo,"Folium-tuber vermis (VII), molecular layer"
10727,,NaN,FOTUpu,"Folium-tuber vermis (VII), Purkinje layer"
10726,,NaN,FOTUgr,"Folium-tuber vermis (VII), granular layer"
951,401,NaN,PYR,Pyramus (VIII)
10731,,NaN,PYRmo,"Pyramus (VIII), molecular layer"
10730,,NaN,PYRpu,"Pyramus (VIII), Purkinje layer"
10729,,NaN,PYRgr,"Pyramus (VIII), granular layer"
957,402,NaN,UVU,Uvula (IX)
10734,,NaN,UVUmo,"Uvula (IX), molecular layer"
10733,,NaN,UVUpu,"Uvula (IX), Purkinje layer"
10732,,NaN,UVUgr,"Uvula (IX), granular layer"
968,403,NaN,NOD,Nodulus (X)
10737,,NaN,NODmo,"Nodulus (X), molecular layer"
10736,,NaN,NODpu,"Nodulus (X), Purkinje layer"
10735,,NaN,NODgr,"Nodulus (X), granular layer"
1073,133,NaN,HEM,Hemispheric regions
1007,408,NaN,SIM,Simple lobule
10674,,NaN,SIMmo,"Simple lobule, molecular layer"
10673,,NaN,SIMpu,"Simple lobule, Purkinje layer"
10672,,NaN,SIMgr,"Simple lobule, granular layer"
1017,409,NaN,AN,Ansiform lobule
1056,414,NaN,ANcr1,Crus 1
10677,,NaN,ANcr1mo,"Crus 1, molecular layer"
10676,,NaN,ANcr1pu,"Crus 1, Purkinje layer"
10675,,NaN,ANcr1gr,"Crus 1, granular layer"
1064,415,NaN,ANcr2,Crus 2
10680,,NaN,ANcr2mo,"Crus 2, molecular layer"
10679,,NaN,ANcr2pu,"Crus 2, Purkinje layer"
10678,,NaN,ANcr2gr,"Crus 2, granular layer"
1025,410,NaN,PRM,Paramedian lobule
10683,,NaN,PRMmo,"Paramedian lobule, molecular layer"
10682,,NaN,PRMpu,"Paramedian lobule, Purkinje layer"
10681,,NaN,PRMgr,"Paramedian lobule, granular layer"
1033,411,NaN,COPY,Copula pyramidis
10686,,NaN,COPYmo,"Copula pyramidis, molecular layer"
10685,,NaN,COPYpu,"Copula pyramidis, Purkinje layer"
10684,,NaN,COPYgr,"Copula pyramidis, granular layer"
1041,412,NaN,PFL,Paraflocculus
10689,,NaN,PFLmo,"Paraflocculus, molecular layer"
10688,,NaN,PFLpu,"Paraflocculus, Purkinje layer"
10687,,NaN,PFLgr,"Paraflocculus, granular layer"
1049,413,NaN,FL,Flocculus
10692,,NaN,FLmo,"Flocculus, molecular layer"
10691,,NaN,FLpu,"Flocculus, Purkinje layer"
10690,,NaN,FLgr,"Flocculus, granular layer"
1144,1142,NaN,CBXmo,"Cerebellar cortex, molecular layer"
1145,1143,NaN,CBXpu,"Cerebellar cortex, Purkinje layer"
1143,1141,NaN,CBXgr,"Cerebellar cortex, granular layer"
519,64,NaN,CBN,Cerebellar nuclei
989,123,NaN,FN,Fastigial nucleus
91,152,NaN,IP,Interposed nucleus
846,105,NaN,DN,Dentate nucleus
1009,691,NaN,fiber tracts,fiber tracts
967,686,NaN,cm,cranial nerves
885,676,NaN,tn,terminal nerve
949,684,NaN,von,vomeronasal nerve
840,670,NaN,In,olfactory nerve
1016,692,NaN,onl,olfactory nerve layer of main olfactory bulb
21,568,NaN,lotg,"lateral olfactory tract, general"
665,507,NaN,lot,"lateral olfactory tract, body"
538,491,NaN,lotd,dorsal limb
459,481,NaN,aolt,accessory olfactory tract
900,536,NaN,aco,"anterior commissure, olfactory limb"
848,671,NaN,IIn,optic nerve
876,533,NaN,aot,accessory optic tract
916,538,NaN,bsc,brachium of the superior colliculus
336,607,NaN,csc,superior colliculus commissure
117,580,NaN,och,optic chiasm
125,581,NaN,opt,optic tract
357,610,NaN,ttp,tectothalamic pathway
832,669,NaN,IIIn,oculomotor nerve
62,573,NaN,mlf,medial longitudinal fascicle
158,585,NaN,pc,posterior commissure
911,679,NaN,IVn,trochlear nerve
384,613,NaN,IVd,trochlear nerve decussation
710,654,NaN,VIn,abducens nerve
901,678,NaN,Vn,trigeminal nerve
93,577,NaN,moV,motor root of the trigeminal nerve
229,594,NaN,sV,sensory root of the trigeminal nerve
705,512,NaN,mtV,midbrain tract of the trigeminal nerve
794,523,NaN,sptV,spinal tract of the trigeminal nerve
798,665,NaN,VIIn,facial nerve
1131,565,NaN,iVIIn,intermediate nerve
1116,563,NaN,gVIIn,genu of the facial nerve
933,682,NaN,VIIIn,vestibulocochlear nerve
1076,558,NaN,cvb,efferent cochleovestibular bundle
413,617,NaN,vVIIIn,vestibular nerve
948,542,NaN,cVIIIn,cochlear nerve
841,529,NaN,tb,trapezoid body
641,504,NaN,ias,intermediate acoustic stria
506,487,NaN,das,dorsal acoustic stria
658,506,NaN,ll,lateral lemniscus
633,503,NaN,cic,inferior colliculus commissure
482,484,NaN,bic,brachium of the inferior colliculus
808,666,NaN,IXn,glossopharyngeal nerve
917,680,NaN,Xn,vagus nerve
237,595,NaN,ts,solitary tract
717,655,NaN,XIn,accessory spinal nerve
813,667,NaN,XIIn,hypoglossal nerve
925,681,NaN,vrt,ventral roots
792,664,NaN,drt,dorsal roots
932,540,NaN,cett,cervicothalamic tract
570,495,NaN,dl,dorsolateral fascicle
522,489,NaN,dcm,dorsal commissure of the spinal cord
858,531,NaN,vc,ventral commissure of the spinal cord
586,497,NaN,fpr,fasciculus proprius
514,488,NaN,dc,dorsal column
380,471,NaN,cuf,cuneate fascicle
388,472,NaN,grf,gracile fascicle
396,473,NaN,iaf,internal arcuate fibers
697,511,NaN,ml,medial lemniscus
871,674,NaN,sst,spinothalamic tract
29,569,NaN,sttl,lateral spinothalamic tract
389,614,NaN,sttv,ventral spinothalamic tract
245,596,NaN,scrt,spinocervical tract
261,598,NaN,sop,spino-olivary pathway
270,599,NaN,srp,spinoreticular pathway
293,602,NaN,svp,spinovestibular pathway
277,600,NaN,stp,spinotectal pathway
253,597,NaN,shp,spinohypothalamic pathway
285,601,NaN,step,spinotelenchephalic pathway
627,502,NaN,hht,hypothalamohypophysial tract
960,685,NaN,cbf,cerebellum related fiber tracts
744,658,NaN,cbc,cerebellar commissure
752,659,NaN,cbp,cerebellar peduncles
326,606,NaN,scp,superior cerebelar peduncles
812,525,NaN,dscp,superior cerebellar peduncle decussation
85,859,NaN,sct,spinocerebellar tract
850,530,NaN,uf,uncinate fascicle
866,532,NaN,sctv,ventral spinocerebellar tract
78,575,NaN,mcp,middle cerebellar peduncle
1123,564,NaN,icp,inferior cerebellar peduncle
553,493,NaN,sctd,dorsal spinocerebellar tract
499,486,NaN,cct,cuneocerebellar tract
650,505,NaN,jrb,juxtarestiform body
490,485,NaN,bct,bulbocerebellar tract
404,474,NaN,oct,olivocerebellar tract
410,475,NaN,rct,reticulocerebellar tract
373,612,NaN,tct,trigeminocerebellar tract
728,656,NaN,arb,arbor vitae
484682512,,NaN,scwm,supra-callosal cerebral white matter
983,688,NaN,lfbs,lateral forebrain bundle system
776,662,NaN,cc,corpus callosum
956,543,NaN,fa,"corpus callosum, anterior forceps"
579,496,NaN,ec,external capsule
964,544,NaN,ee,"corpus callosum, extreme capsule"
1108,562,NaN,ccg,genu of corpus callosum
971,545,NaN,fp,"corpus callosum, posterior forceps"
979,546,NaN,ccr,"corpus callosum, rostrum"
484682516,,NaN,ccb,"corpus callosum, body"
986,547,NaN,ccs,"corpus callosum, splenium"
784,663,NaN,cst,corticospinal tract
6,566,NaN,int,internal capsule
924,539,NaN,cpd,cerebal peduncle
1036,553,NaN,cte,corticotectal tract
1012,550,NaN,crt,corticorubral tract
1003,549,NaN,cpt,corticopontine tract
994,548,NaN,cbt,corticobulbar tract
190,589,NaN,py,pyramid
198,590,NaN,pyd,pyramidal decussation
1019,551,NaN,cstc,"corticospinal tract, crossed"
1028,552,NaN,cstu,"corticospinal tract, uncrossed"
896,677,NaN,lfbst,thalamus related
1092,560,NaN,em,external medullary lamina of the thalamus
14,567,NaN,im,internal medullary lamina of the thalamus
86,576,NaN,mtc,middle thalamic commissure
365,611,NaN,tp,thalamic peduncles
484682520,,NaN,or,optic radiation
484682524,,NaN,ar,auditory radiation
1000,690,NaN,eps,extrapyramidal fiber systems
760,660,NaN,epsc,cerebral nuclei related
142,583,NaN,pap,pallidothalamic pathway
102,578,NaN,nst,nigrostriatal tract
109,579,NaN,ntt,nigrothalamic fibers
134,582,NaN,ptf,pallidotegmental fascicle
309,604,NaN,snp,striatonigral pathway
317,605,NaN,stf,subthalamic fascicle
877,675,NaN,tsp,tectospinal pathway
1051,555,NaN,tspd,direct tectospinal pathway
1060,556,NaN,dtd,doral tegmental decussation
1043,554,NaN,tspc,crossed tectospinal pathway
863,673,NaN,rust,rubrospinal tract
397,615,NaN,vtd,ventral tegmental decussation
221,593,NaN,rrt,rubroreticular tract
736,657,NaN,ctb,central tegmental bundle
855,672,NaN,rst,retriculospinal tract
205,591,NaN,rstl,"retriculospinal tract, lateral part"
213,592,NaN,rstm,"retriculospinal tract, medial part"
941,683,NaN,vsp,vestibulospinal pathway
991,689,NaN,mfbs,medial forebrain bundle system
768,661,NaN,mfbc,cerebrum related
884,534,NaN,amc,amygdalar capsule
892,535,NaN,apd,ansa peduncularis
908,537,NaN,act,"anterior commissure, temporal limb"
940,541,NaN,cing,cingulum bundle
1099,561,NaN,fxs,fornix system
466,482,NaN,alv,alveus
530,490,NaN,df,dorsal fornix
603,499,NaN,fi,fimbria
745,517,NaN,fxprg,"precommissural fornix, general"
420,476,NaN,db,precommissural fornix diagonal band
737,516,NaN,fxpo,postcommissural fornix
428,477,NaN,mct,medial corticohypothalamic tract
436,478,NaN,fx,columns of the fornix
618,501,NaN,hc,hippocampal commissures
443,479,NaN,dhc,dorsal hippocampal commissure
449,480,NaN,vhc,ventral hippocampal commissure
713,513,NaN,per,perforant path
474,483,NaN,ab,angular path
37,570,NaN,lab,longitudinal association bundle
301,603,NaN,st,stria terminalis
484682528,,NaN,stc,commissural branch of stria terminalis
824,668,NaN,mfsbshy,hypothalamus related
54,572,NaN,mfb,medial forebrain bundle
405,616,NaN,vlt,ventrolateral hypothalamic tract
174,587,NaN,poc,preoptic commissure
349,609,NaN,sup,supraoptic commissures
817,526,NaN,supa,"supraoptic commissures, anterior"
825,527,NaN,supd,"supraoptic commissures, dorsal"
833,528,NaN,supv,"supraoptic commissures, ventral"
166,586,NaN,pmx,premammillary commissure
341,608,NaN,smd,supramammillary decussation
182,588,NaN,php,propriohypothalamic pathways
762,519,NaN,phpd,"propriohypothalamic pathways, dorsal"
770,520,NaN,phpl,"propriohypothalamic pathways, lateral"
779,521,NaN,phpm,"propriohypothalamic pathways, medial"
787,522,NaN,phpv,"propriohypothalamic pathways, ventral"
150,584,NaN,pvbh,periventricular bundle of the hypothalamus
46,571,NaN,mfbsma,mammillary related
753,518,NaN,pm,principal mammillary tract
690,510,NaN,mtt,mammillothalamic tract
681,509,NaN,mtg,mammillotegmental tract
673,508,NaN,mp,mammillary peduncle
1068,557,NaN,mfbst,dorsal thalamus related
722,514,NaN,pvbt,periventricular bundle of the thalamus
1083,559,NaN,mfbse,epithalamus related
802,524,NaN,sm,stria medullaris
595,498,NaN,fr,fasciculus retroflexus
611,500,NaN,hbc,habenular commissure
730,515,NaN,PIS,pineal stalk
70,574,NaN,mfbsm,midbrain related
547,492,NaN,dlf,dorsal longitudinal fascicle
563,494,NaN,dtt,dorsal tegmental tract
73,716,NaN,VS,ventricular systems
81,717,NaN,VL,lateral ventricle
89,718,NaN,RC,rhinocele
98,719,NaN,SEZ,subependymal zone
108,720,NaN,chpl,choroid plexus
116,721,NaN,chfl,choroid fissure
124,722,NaN,IVF,interventricular foramen
129,723,NaN,V3,third ventricle
140,724,NaN,AQ,cerebral aqueduct
145,725,NaN,V4,fourth ventricle
153,726,NaN,V4r,lateral recess
164,727,NaN,c,"central canal, spinal cord/medulla"
1024,693,NaN,grv,grooves
1032,694,NaN,grv of CTX,grooves of the cerebral cortex
1055,697,NaN,eg,endorhinal groove
1063,698,NaN,hf,hippocampal fissure
1071,699,NaN,rf,rhinal fissure
1078,700,NaN,ri,rhinal incisure
1040,695,NaN,grv of CBX,grooves of the cerebellar cortex
1087,701,NaN,pce,precentral fissure
1095,702,NaN,pcf,preculminate fissure
1103,703,NaN,pri,primary fissure
1112,704,NaN,psf,posterior superior fissure
1119,705,NaN,ppf,prepyramidal fissure
3,707,NaN,sec,secondary fissure
11,708,NaN,plf,posterolateral fissure
18,709,NaN,nf,nodular fissure
25,710,NaN,sif,simple fissure
34,711,NaN,icf,intercrural fissure
43,712,NaN,apf,ansoparamedian fissure
49,713,NaN,ipf,intraparafloccular fissure
57,714,NaN,pms,paramedian sulcus
65,715,NaN,pfs,parafloccular sulcus
624,926,NaN,IPF,Interpeduncular fossa
304325711,,NaN,retina,retina
100,NaN,NaN,IPN,Interpeduncular nucleus
612,NaN,NaN,NLL,Nucleus of the lateral lemniscus
7,NaN,NaN,PSV,Principal sensory nucleus of the trigeminal
122,NaN,NaN,POR,"Superior olivary complex, periolivary region"
105,NaN,NaN,SOCm,"Superior olivary complex, medial part"
114,NaN,NaN,SOCl,"Superior olivary complex, lateral part"
880,NaN,NaN,DTN,Dorsal tegmental nucleus
931,NaN,NaN,PG,Pontine gray
318,NaN,NaN,SG,Supragenual nucleus
574,NaN,NaN,TRN,Tegmental reticular nucleus
621,NaN,NaN,V,Motor nucleus of trigeminal
679,NaN,NaN,CS,Superior central nucleus raphe
147,NaN,NaN,LC,Locus ceruleus
207,NaN,NaN,AP,Area postrema
96,NaN,NaN,DCO,Dorsal cochlear nucleus
101,NaN,NaN,VCO,Ventral cochlear nucleus
711,NaN,NaN,CU,Cuneate nucleus
1039,NaN,NaN,GR,Gracile nucleus
903,NaN,NaN,ECU,External cuneate nucleus
642,NaN,NaN,NTB,Nucleus of the trapezoid body
429,NaN,NaN,SPVC,"Spinal nucleus of the trigeminal, caudal part"
437,NaN,NaN,SPVI,"Spinal nucleus of the trigeminal, interpolar part"
445,NaN,NaN,SPVO,"Spinal nucleus of the trigeminal, oral part"
653,NaN,NaN,VI,Abducens nucleus
661,NaN,NaN,VII,Facial motor nucleus
576,NaN,NaN,ACVII,Accessory facial motor nucleus
939,NaN,NaN,AMBd,"Nucleus ambiguus, dorsal division"
143,NaN,NaN,AMBv,"Nucleus ambiguus, ventral division"
1048,NaN,NaN,GRN,Gigantocellular reticular nucleus
83,NaN,NaN,IO,Inferior olivary complex
136,NaN,NaN,IRN,Intermediate reticular nucleus
106,NaN,NaN,ISN,Inferior salivatory nucleus
203,NaN,NaN,LIN,Linear nucleus of the medulla
852,NaN,NaN,PARN,Parvicellular reticular nucleus
169,NaN,NaN,PRP,Nucleus prepositus
209,NaN,NaN,LAV,Lateral vestibular nucleus
202,NaN,NaN,MV,Medial vestibular nucleus
225,NaN,NaN,SPIV,Spinal vestibular nucleus
1041,NaN,NaN,PFL,Paraflocculus
1049,NaN,NaN,FL,Flocculus
989,NaN,NaN,FN,Fastigial nucleus
91,NaN,NaN,IP,Interposed nucleus
846,NaN,NaN,DN,Dentate nucleus
1016,NaN,NaN,onl,olfactory nerve layer of main olfactory bulb
665,NaN,NaN,lot,"lateral olfactory tract, body"
900,NaN,NaN,aco,"anterior commissure, olfactory limb"
848,NaN,NaN,IIn,optic nerve
117,NaN,NaN,och,optic chiasm
125,NaN,NaN,opt,optic tract
158,NaN,NaN,pc,posterior commissure
911,NaN,NaN,IVn,trochlear nerve
93,NaN,NaN,moV,motor root of the trigeminal nerve
794,NaN,NaN,sptV,spinal tract of the trigeminal nerve
798,NaN,NaN,VIIn,facial nerve
413,NaN,NaN,vVIIIn,vestibular nerve
633,NaN,NaN,cic,inferior colliculus commissure
697,NaN,NaN,ml,medial lemniscus
237,NaN,NaN,ts,solitary tract
326,NaN,NaN,scp,superior cerebelar peduncles
78,NaN,NaN,mcp,middle cerebellar peduncle
1123,NaN,NaN,icp,inferior cerebellar peduncle
728,NaN,NaN,arb,arbor vitae
776,NaN,NaN,cc,corpus callosum
784,NaN,NaN,cst,corticospinal tract
6,NaN,NaN,int,internal capsule
924,NaN,NaN,cpd,cerebal peduncle
1092,NaN,NaN,em,external medullary lamina of the thalamus
190,NaN,NaN,py,pyramid
908,NaN,NaN,act,"anterior commissure, temporal limb"
940,NaN,NaN,cing,cingulum bundle
603,NaN,NaN,fi,fimbria
436,NaN,NaN,fx,columns of the fornix
449,NaN,NaN,vhc,ventral hippocampal commissure
443,NaN,NaN,dhc,dorsal hippocampal commissure
690,NaN,NaN,mtt,mammilothalmic tract
802,NaN,NaN,sm,stria medullaris
595,NaN,NaN,fr,fasciculus retroflexus
611,NaN,NaN,hbc,habenular commissure
81,NaN,NaN,VL,lateral ventricle
129,NaN,NaN,V3,third ventricle
140,NaN,NaN,AQ,cerebral aqueduct
145,NaN,NaN,V4,fourth ventricle
153,NaN,NaN,V4r,lateral recess
164,NaN,NaN,c,"central canal, spinal cord/medulla"
